success_rate,end_intensity,achievement
0.66,0.04,0.026400000000000003
0.73,0.05,0.0365
0.76,0.15,0.11399999999999999
0.7,0.15,0.105
0.67,0.22000000000000006,0.14740000000000006
0.63,0.24000000000000007,0.15120000000000006
0.58,0.24000000000000007,0.13920000000000005
0.49,0.24000000000000007,0.11760000000000004
0.62,0.24000000000000007,0.14880000000000004
0.45,0.24000000000000007,0.10800000000000004
0.54,0.24000000000000007,0.12960000000000005
0.58,0.24000000000000007,0.13920000000000005
0.56,0.24000000000000007,0.13440000000000005
0.54,0.24000000000000007,0.12960000000000005
0.56,0.24000000000000007,0.13440000000000005
0.55,0.25000000000000006,0.13750000000000004
0.57,0.25000000000000006,0.14250000000000002
0.56,0.25000000000000006,0.14000000000000004
0.45,0.25000000000000006,0.11250000000000003
0.51,0.26000000000000006,0.13260000000000002
0.44,0.26000000000000006,0.11440000000000003
0.5,0.26000000000000006,0.13000000000000003
0.47,0.26000000000000006,0.12220000000000002
0.36,0.26000000000000006,0.09360000000000002
0.53,0.26000000000000006,0.13780000000000003
0.56,0.26000000000000006,0.14560000000000006
0.54,0.26000000000000006,0.14040000000000005
0.51,0.26000000000000006,0.13260000000000002
0.54,0.26000000000000006,0.14040000000000005
0.52,0.26000000000000006,0.13520000000000004
0.52,0.26000000000000006,0.13520000000000004
0.55,0.26000000000000006,0.14300000000000004
0.54,0.26000000000000006,0.14040000000000005
0.64,0.26000000000000006,0.16640000000000005
0.62,0.26000000000000006,0.16120000000000004
0.64,0.26000000000000006,0.16640000000000005
0.53,0.26000000000000006,0.13780000000000003
0.57,0.26000000000000006,0.14820000000000003
0.87,0.09,0.0783
0.87,0.23000000000000007,0.20010000000000006
0.47,0.25000000000000006,0.11750000000000002
0.62,0.25000000000000006,0.15500000000000003
0.62,0.25000000000000006,0.15500000000000003
0.57,0.25000000000000006,0.14250000000000002
0.49,0.25000000000000006,0.12250000000000003
0.6,0.25000000000000006,0.15000000000000002
0.7,0.2700000000000001,0.18900000000000003
0.46,0.2800000000000001,0.12880000000000005
0.51,0.2800000000000001,0.14280000000000004
0.36,0.26000000000000006,0.09360000000000002
