success_rate,end_intensity,achievement
0.39,0.0,0.0
0.47,0.0,0.0
0.57,0.0,0.0
0.61,0.0,0.0
0.58,0.0,0.0
0.56,0.0,0.0
0.67,0.0,0.0
0.23,0.009999999999999997,0.0022999999999999995
0.23,0.009999999999999997,0.0022999999999999995
0.35,0.009999999999999997,0.0034999999999999988
0.31,0.009999999999999997,0.003099999999999999
0.18,0.009999999999999997,0.0017999999999999993
0.22,0.009999999999999997,0.0021999999999999993
0.2,0.009999999999999997,0.0019999999999999996
0.3,0.009999999999999997,0.0029999999999999988
0.38,0.009999999999999997,0.0037999999999999987
0.36,0.009999999999999997,0.0035999999999999986
0.34,0.009999999999999997,0.003399999999999999
0.24,0.009999999999999997,0.002399999999999999
0.3,0.009999999999999997,0.0029999999999999988
0.23,0.009999999999999997,0.0022999999999999995
0.22,0.009999999999999997,0.0021999999999999993
0.28,0.009999999999999997,0.0027999999999999995
0.29,0.009999999999999997,0.002899999999999999
0.38,0.009999999999999997,0.0037999999999999987
0.36,0.009999999999999997,0.0035999999999999986
0.26,0.009999999999999997,0.0025999999999999994
0.28,0.009999999999999997,0.0027999999999999995
0.4,0.009999999999999997,0.003999999999999999
0.19,0.009999999999999997,0.0018999999999999993
0.2,0.009999999999999997,0.0019999999999999996
0.2,0.009999999999999997,0.0019999999999999996
0.46,0.009999999999999997,0.004599999999999999
0.33,0.009999999999999997,0.003299999999999999
0.43,0.0,0.0
0.54,0.0,0.0
0.31,0.0,0.0
0.39,0.0,0.0
0.47,0.0,0.0
0.49,0.0,0.0
0.46,0.0,0.0
0.45,0.0,0.0
0.48,0.0,0.0
0.57,0.0,0.0
0.48,0.0,0.0
0.45,0.0,0.0
0.36,0.0,0.0
0.56,0.0,0.0
0.41,0.0,0.0
0.33,0.0,0.0
