success_rate,end_intensity,achievement
0.76,0.060000000000000005,0.0456
0.83,0.18000000000000002,0.1494
0.58,0.18000000000000002,0.1044
0.52,0.18000000000000002,0.09360000000000002
0.66,0.18000000000000002,0.11880000000000002
0.64,0.18000000000000002,0.11520000000000001
0.41,0.25000000000000006,0.10250000000000002
0.52,0.24000000000000005,0.12480000000000002
0.5,0.24000000000000005,0.12000000000000002
0.45,0.24000000000000005,0.10800000000000003
0.39,0.22000000000000003,0.08580000000000002
0.56,0.22000000000000003,0.12320000000000003
0.58,0.22000000000000003,0.12760000000000002
0.54,0.22000000000000003,0.11880000000000002
0.43,0.22000000000000003,0.09460000000000002
0.64,0.22000000000000003,0.1408
0.64,0.22000000000000003,0.1408
0.53,0.22000000000000003,0.11660000000000002
0.56,0.22000000000000003,0.12320000000000003
0.43,0.22000000000000003,0.09460000000000002
0.52,0.22000000000000003,0.11440000000000002
0.47,0.22000000000000003,0.1034
0.47,0.22000000000000003,0.1034
0.56,0.22000000000000003,0.12320000000000003
0.63,0.23000000000000004,0.14490000000000003
0.54,0.23000000000000004,0.12420000000000003
0.5,0.23000000000000004,0.11500000000000002
0.54,0.23000000000000004,0.12420000000000003
0.59,0.24000000000000005,0.14160000000000003
0.58,0.24000000000000005,0.13920000000000002
0.49,0.24000000000000005,0.11760000000000002
0.47,0.24000000000000005,0.11280000000000001
0.44,0.24000000000000005,0.10560000000000003
0.59,0.24000000000000005,0.14160000000000003
0.52,0.24000000000000005,0.12480000000000002
0.55,0.24000000000000005,0.13200000000000003
0.57,0.24000000000000005,0.1368
0.46,0.24000000000000005,0.11040000000000003
0.58,0.24000000000000005,0.13920000000000002
0.47,0.22000000000000003,0.1034
0.56,0.22000000000000003,0.12320000000000003
0.58,0.22000000000000003,0.12760000000000002
0.57,0.22000000000000003,0.1254
0.55,0.22000000000000003,0.12100000000000002
0.59,0.22000000000000003,0.1298
0.58,0.22000000000000003,0.12760000000000002
0.51,0.22000000000000003,0.11220000000000002
0.64,0.23000000000000004,0.14720000000000003
0.58,0.23000000000000004,0.13340000000000002
0.63,0.24000000000000005,0.15120000000000003
