success_rate,end_intensity,achievement
0.61,0.08,0.0488
0.72,0.11999999999999998,0.08639999999999998
0.76,0.18000000000000002,0.1368
0.74,0.19000000000000003,0.14060000000000003
0.74,0.20000000000000004,0.14800000000000002
0.68,0.20000000000000004,0.13600000000000004
0.69,0.25000000000000006,0.17250000000000001
0.43,0.24000000000000005,0.10320000000000001
0.55,0.24000000000000005,0.13200000000000003
0.47,0.24000000000000005,0.11280000000000001
0.46,0.24000000000000005,0.11040000000000003
0.53,0.24000000000000005,0.12720000000000004
0.53,0.24000000000000005,0.12720000000000004
0.46,0.24000000000000005,0.11040000000000003
0.5,0.24000000000000005,0.12000000000000002
0.45,0.24000000000000005,0.10800000000000003
0.44,0.23000000000000004,0.10120000000000001
0.61,0.23000000000000004,0.1403
0.58,0.23000000000000004,0.13340000000000002
0.58,0.23000000000000004,0.13340000000000002
0.6,0.23000000000000004,0.138
0.55,0.23000000000000004,0.12650000000000003
0.57,0.23000000000000004,0.13110000000000002
0.61,0.23000000000000004,0.1403
0.52,0.25000000000000006,0.13000000000000003
0.46,0.21000000000000002,0.09660000000000002
0.53,0.21000000000000002,0.11130000000000001
0.63,0.21000000000000002,0.1323
0.65,0.21000000000000002,0.1365
0.58,0.21000000000000002,0.1218
0.61,0.21000000000000002,0.12810000000000002
0.63,0.21000000000000002,0.1323
0.65,0.24000000000000005,0.15600000000000003
0.5,0.21000000000000002,0.10500000000000001
0.57,0.21000000000000002,0.1197
0.66,0.21000000000000002,0.13860000000000003
0.69,0.21000000000000002,0.1449
0.58,0.21000000000000002,0.1218
0.59,0.25000000000000006,0.14750000000000002
0.64,0.22000000000000003,0.1408
0.56,0.22000000000000003,0.12320000000000003
0.68,0.22000000000000003,0.14960000000000004
0.56,0.23000000000000004,0.12880000000000003
0.6,0.23000000000000004,0.138
0.46,0.23000000000000004,0.10580000000000002
0.48,0.23000000000000004,0.11040000000000001
0.57,0.23000000000000004,0.13110000000000002
0.53,0.23000000000000004,0.12190000000000002
0.53,0.23000000000000004,0.12190000000000002
0.54,0.23000000000000004,0.12420000000000003
0.55,0.23000000000000004,0.12650000000000003
0.59,0.23000000000000004,0.13570000000000002
0.6,0.23000000000000004,0.138
0.53,0.24000000000000005,0.12720000000000004
0.47,0.24000000000000005,0.11280000000000001
0.5,0.24000000000000005,0.12000000000000002
0.55,0.24000000000000005,0.13200000000000003
0.49,0.24000000000000005,0.11760000000000002
0.6,0.24000000000000005,0.14400000000000002
0.59,0.24000000000000005,0.14160000000000003
0.51,0.24000000000000005,0.12240000000000002
0.59,0.24000000000000005,0.14160000000000003
0.5,0.24000000000000005,0.12000000000000002
0.58,0.24000000000000005,0.13920000000000002
0.58,0.24000000000000005,0.13920000000000002
0.56,0.24000000000000005,0.13440000000000005
0.53,0.24000000000000005,0.12720000000000004
0.51,0.24000000000000005,0.12240000000000002
0.59,0.24000000000000005,0.14160000000000003
0.58,0.24000000000000005,0.13920000000000002
0.51,0.24000000000000005,0.12240000000000002
0.51,0.24000000000000005,0.12240000000000002
0.51,0.24000000000000005,0.12240000000000002
0.58,0.24000000000000005,0.13920000000000002
0.58,0.24000000000000005,0.13920000000000002
0.46,0.24000000000000005,0.11040000000000003
0.54,0.23000000000000004,0.12420000000000003
0.57,0.23000000000000004,0.13110000000000002
0.61,0.23000000000000004,0.1403
0.54,0.23000000000000004,0.12420000000000003
0.56,0.23000000000000004,0.12880000000000003
0.63,0.23000000000000004,0.14490000000000003
0.62,0.23000000000000004,0.14260000000000003
0.38,0.25000000000000006,0.09500000000000003
0.48,0.24000000000000005,0.11520000000000002
0.54,0.24000000000000005,0.12960000000000002
0.54,0.24000000000000005,0.12960000000000002
0.55,0.24000000000000005,0.13200000000000003
0.51,0.24000000000000005,0.12240000000000002
0.6,0.24000000000000005,0.14400000000000002
0.56,0.24000000000000005,0.13440000000000005
0.49,0.24000000000000005,0.11760000000000002
0.51,0.24000000000000005,0.12240000000000002
0.5,0.24000000000000005,0.12000000000000002
0.58,0.24000000000000005,0.13920000000000002
0.64,0.24000000000000005,0.15360000000000004
0.86,0.16,0.1376
0.53,0.23000000000000007,0.12190000000000004
0.58,0.23000000000000007,0.13340000000000002
0.54,0.23000000000000007,0.12420000000000005
0.53,0.23000000000000007,0.12190000000000004
0.53,0.23000000000000007,0.12190000000000004
0.55,0.23000000000000007,0.12650000000000006
0.57,0.23000000000000007,0.13110000000000002
0.57,0.23000000000000007,0.13110000000000002
0.68,0.23000000000000007,0.15640000000000007
0.59,0.23000000000000007,0.13570000000000004
0.59,0.23000000000000007,0.13570000000000004
0.67,0.24000000000000007,0.16080000000000005
0.59,0.24000000000000007,0.14160000000000003
0.57,0.24000000000000007,0.13680000000000003
0.58,0.24000000000000007,0.13920000000000005
0.74,0.23000000000000007,0.17020000000000005
0.59,0.23000000000000007,0.13570000000000004
0.61,0.23000000000000007,0.14030000000000004
0.53,0.23000000000000004,0.12190000000000002
0.6,0.24000000000000005,0.14400000000000002
0.64,0.24000000000000005,0.15360000000000004
0.53,0.24000000000000005,0.12720000000000004
0.54,0.24000000000000005,0.12960000000000002
0.54,0.24000000000000005,0.12960000000000002
0.47,0.24000000000000005,0.11280000000000001
0.6,0.24000000000000005,0.14400000000000002
0.56,0.24000000000000005,0.13440000000000005
0.62,0.25000000000000006,0.15500000000000003
0.59,0.24000000000000005,0.14160000000000003
0.54,0.24000000000000005,0.12960000000000002
0.46,0.24000000000000005,0.11040000000000003
0.55,0.24000000000000005,0.13200000000000003
0.44,0.24000000000000005,0.10560000000000003
