success_rate,end_intensity,achievement
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.02,0.3,0.006
0.01,0.3,0.003
0.02,0.3,0.006
