success_rate,end_intensity,achievement
0.71,0.02,0.014199999999999999
0.75,0.11999999999999998,0.08999999999999998
0.68,0.23000000000000007,0.15640000000000007
0.62,0.24000000000000007,0.14880000000000004
0.57,0.24000000000000007,0.13680000000000003
0.56,0.24000000000000007,0.13440000000000005
0.51,0.24000000000000007,0.12240000000000004
0.53,0.24000000000000007,0.12720000000000004
0.53,0.24000000000000007,0.12720000000000004
0.57,0.24000000000000007,0.13680000000000003
0.57,0.24000000000000007,0.13680000000000003
0.52,0.24000000000000007,0.12480000000000005
0.53,0.24000000000000007,0.12720000000000004
0.49,0.24000000000000007,0.11760000000000004
0.41,0.24000000000000007,0.09840000000000003
0.51,0.24000000000000007,0.12240000000000004
0.63,0.24000000000000007,0.15120000000000006
0.46,0.24000000000000007,0.11040000000000004
0.58,0.24000000000000007,0.13920000000000005
0.6,0.24000000000000007,0.14400000000000004
0.58,0.24000000000000007,0.13920000000000005
0.49,0.24000000000000007,0.11760000000000004
0.46,0.24000000000000007,0.11040000000000004
0.6,0.24000000000000007,0.14400000000000004
0.54,0.24000000000000007,0.12960000000000005
0.48,0.24000000000000007,0.11520000000000002
0.55,0.24000000000000007,0.13200000000000006
0.46,0.25000000000000006,0.11500000000000003
0.56,0.25000000000000006,0.14000000000000004
0.45,0.25000000000000006,0.11250000000000003
0.5,0.25000000000000006,0.12500000000000003
0.48,0.25000000000000006,0.12000000000000002
0.47,0.25000000000000006,0.11750000000000002
0.53,0.25000000000000006,0.13250000000000003
0.45,0.25000000000000006,0.11250000000000003
0.49,0.25000000000000006,0.12250000000000003
0.51,0.25000000000000006,0.12750000000000003
0.47,0.25000000000000006,0.11750000000000002
0.49,0.25000000000000006,0.12250000000000003
0.5,0.25000000000000006,0.12500000000000003
0.38,0.25000000000000006,0.09500000000000003
0.53,0.25000000000000006,0.13250000000000003
0.56,0.25000000000000006,0.14000000000000004
0.44,0.24000000000000005,0.10560000000000003
0.48,0.24000000000000005,0.11520000000000002
0.53,0.24000000000000005,0.12720000000000004
0.55,0.24000000000000005,0.13200000000000003
0.57,0.25000000000000006,0.14250000000000002
0.52,0.2,0.10400000000000001
0.57,0.26000000000000006,0.14820000000000003
