success_rate,end_intensity,achievement
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
0.0,0.3,0.0
