success_rate,end_intensity,achievement
0.64,0.060000000000000005,0.038400000000000004
0.78,0.16,0.12480000000000001
0.74,0.18000000000000002,0.1332
0.73,0.21000000000000005,0.15330000000000002
0.43,0.24000000000000007,0.10320000000000003
0.48,0.24000000000000007,0.11520000000000002
0.57,0.24000000000000007,0.13680000000000003
0.56,0.25000000000000006,0.14000000000000004
0.45,0.24000000000000005,0.10800000000000003
0.5,0.24000000000000005,0.12000000000000002
0.57,0.24000000000000005,0.1368
0.57,0.24000000000000005,0.1368
0.51,0.24000000000000005,0.12240000000000002
0.49,0.24000000000000005,0.11760000000000002
0.48,0.24000000000000005,0.11520000000000002
0.6,0.24000000000000005,0.14400000000000002
0.43,0.24000000000000005,0.10320000000000001
0.38,0.2,0.07600000000000001
0.66,0.26000000000000006,0.17160000000000006
0.5,0.23000000000000004,0.11500000000000002
0.46,0.23000000000000004,0.10580000000000002
0.42,0.23000000000000004,0.09660000000000002
0.53,0.23000000000000004,0.12190000000000002
0.52,0.23000000000000004,0.11960000000000003
0.49,0.23000000000000004,0.11270000000000002
0.45,0.23000000000000004,0.10350000000000002
0.56,0.23000000000000004,0.12880000000000003
0.42,0.23000000000000004,0.09660000000000002
0.41,0.23000000000000004,0.09430000000000001
0.5,0.23000000000000004,0.11500000000000002
0.55,0.23000000000000004,0.12650000000000003
0.51,0.23000000000000004,0.11730000000000002
0.56,0.23000000000000004,0.12880000000000003
0.55,0.23000000000000004,0.12650000000000003
0.61,0.23000000000000004,0.1403
0.52,0.23000000000000004,0.11960000000000003
0.52,0.23000000000000004,0.11960000000000003
0.53,0.23000000000000004,0.12190000000000002
0.59,0.23000000000000004,0.13570000000000002
0.59,0.23000000000000004,0.13570000000000002
0.6,0.23000000000000004,0.138
0.57,0.23000000000000004,0.13110000000000002
0.57,0.24000000000000005,0.1368
0.49,0.24000000000000005,0.11760000000000002
0.39,0.26000000000000006,0.10140000000000003
0.53,0.22000000000000003,0.11660000000000002
0.59,0.22000000000000003,0.1298
0.56,0.22000000000000003,0.12320000000000003
0.6,0.22000000000000003,0.132
0.68,0.22000000000000003,0.14960000000000004
